id,package,domain,job_family,tier,V,R,wave,raters,recommendation,S1,S2,S3,U1,U2,U3,Q1,Q2,Q3,Q4,R1,R2,R3,H1,H2,G1,G2,G3,G4,capabilities,experts,evidence_level,confidence,one_liner
"fs/fund-admin/break-trace","anthropics/financial-services","finance","差异溯源","B","57.9","50.0","W3","2","rewrite","3.5","1","2.5","4.5","2.5","2","3.5","3.5","3","1","1","4","4","4","4","pass","pass","pass","pass","connector:other","finance ops","E2","med","把对账差异追溯到两侧源交易，给出单句根因、责任方与处置动作"
"legal/employment-legal/investigation-open","anthropics/claude-for-legal","legal","内部调查","B","57.8","60.0","W2","1","reference","4","3","2","2","3","3","2","3","4","0","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact","legal hr","E2","high","开立内部调查：运行立案问询、生成来源清单并创建持久调查日志（调用 internal-investigation 模式 1）"
"legal/employment-legal/investigation-add","anthropics/claude-for-legal","legal","内部调查","B","57.8","60.0","W2","1","reference","4","3","2","2","3","3","2","3","4","0","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact","legal hr","E2","high","向在办调查添加文件/访谈笔记：按拉取准则筛选、报告命中比例并记录全部已审文件（模式 2）"
"legal/employment-legal/investigation-query","anthropics/claude-for-legal","legal","内部调查","B","57.8","60.0","W2","1","reference","4","3","2","2","3","3","2","3","4","0","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact","legal hr","E2","high","对调查日志提问：证人说法、说法冲突、证据缺口与各议题最强证据，均引用日志条目（模式 3）"
"legal/employment-legal/investigation-memo","anthropics/claude-for-legal","legal","内部调查","B","57.8","60.0","W2","1","reference","4","3","2","2","3","3","2","3","4","0","3","3","3","3","5","pass","pass","pass","pass","upload profile artifact","legal hr","E2","high","根据调查日志起草或增量更新特权调查备忘录（模式 4）"
"legal/employment-legal/policy-drafting","anthropics/claude-for-legal","legal","制度文件","B","57.8","60.0","W2","1","rewrite","3","3","3","2","3","2","3","4","3","1","3","3","3","3","5","pass","pass","pass","pass","profile artifact office_gen web","legal hr","E2","med","起草一份通用员工政策，并为法域足迹中规则不同的地区生成补充条款与内部起草说明"
"alir/business-operations/vendor-management","alirezarezvani/claude-skills","ops","供应商管理","B","57.8","40.0","W3","1","reference","3","3","3","1","3","2","4","4","3","2","1","3","3","4","3","pass","pass","pass","pass","python upload artifact","ops engineering finance","E3","med","供应商季度评分卡、SLA 合规与赔付资格、第三方风险四向量分级"
"kwp/small-business/lead-triage","anthropics/knowledge-work-plugins","sales","线索评分","B","57.8","68.0","W1","1","reference","3","1","2","4","2","2","3","4","4","2","4","2","4","5","5","pass","pass","pass","pass","upload artifact connector:crm connector:calendar connector:email","sales","E2","med","按互动、匹配度、紧迫度给入站线索打分排序，附谈话要点、跟进草稿与候选时段"
"mkt/offers","coreyhaines31/marketingskills","marketing","报价方案设计","B","57.8","80.0","W1","1","reference","2","3","2","2","3","3","4","4","3","2","5","3","3","4","4","pass","pass","pass","pass","artifact profile","marketing sales","E2","med","用价值方程诊断并重构商业报价：六要素、奖励叠加、担保类型、真实稀缺与命名"
"mkt/public-relations","coreyhaines31/marketingskills","marketing","公关媒体","B","57.8","76.0","W1","1","reference","3","3","3","2","3","3","3","3","2","2","5","3","2","4","4","pass","pass","pass","pass","web artifact profile","marketing exec","E2","med","赢得媒体报道：四种 PR 模式、故事角度、蹭热点、记者推介质量门、播客嘉宾准备与新闻页"
"wsh/startup-business-analyst/startup-metrics-framework","wshobson/agents","finance","指标体系","B","57.8","90.0","W1","1","rewrite","3","2","4","3","3","4","3","3","1","1","5","4","4","4","3","pass","pass","pass","pass","upload artifact","finance exec product","E2","med","分商业模式与阶段的创业公司指标体系：收入、单位经济、现金效率、留存、市场平台/消费/B2B 指标与投资人关注点"
"kwp/human-resources/performance-review","anthropics/knowledge-work-plugins","hr","绩效评估","B","57.6","84.0","W1","1","rewrite","4","2","3","1","4","4","2","3","1","0","5","3","4","5","5","pass","pass","pass","fixable","artifact connector:other connector:pm","hr","E2","med","生成自评模板、经理评语与校准会准备文档"
"fs/private-equity/ai-readiness","anthropics/financial-services","finance","投后赋能","B","57.6","94.0","W1","1","rewrite","3","3","2","1","4","3","4","4","2","0","5","4","5","4","4","pass","pass","pass","pass","upload connector:docs","finance exec ops","E2","med","扫描组合公司找出最高杠杆 AI 机会，按 EBITDA 贡献排序并识别可复制打法"
"legal/employment-legal/wage-hour-qa","anthropics/claude-for-legal","legal","劳动法问答","C","57.6","52.0","—","1","reject","2","2","2","3","3","1","5","4","5","1","3","3","1","3","5","pass","pass","pass","pass","profile web connector:other","legal hr","E2","high","按具体州/国家检索并引用现行规则回答工时工资问题，含 FLSA 正常工资率与欠付加班费计算脚手架"
"fs/financial-analysis/xlsx-author","anthropics/financial-services","other","表格生成","B","57.4","88.0","W1","1","reference","2","1","5","4","2","4","2","3","3","2","5","3","5","4","4","pass","pass","pass","pass","office_gen","other","E2","med","无头模式下用 openpyxl 生成 .xlsx 文件的输出约定（颜色、无硬编码、检查页）"
"legal/legal-builder-hub/auto-updater","anthropics/claude-for-legal","legal","技能管理","B","57.4","38.0","W3","1","reference","2","3","3","1","2","3","4","4","5","1","1","2","4","3","5","pass","pass","pass","pass","web subagent scheduler profile","engineering ops","E3","med","检查已装社区技能的上游更新，展示 diff、重跑安全扫描，人工批准后才应用并可回滚"
"legal/litigation-legal/deposition-prep","anthropics/claude-for-legal","legal","诉讼文书","C","57.4","22.0","—","1","reject","3","3","1","2","4","0","4","4","5","1","1","2","0","3","5","pass","pass","pass","pass","upload profile connector:other","legal","E2","high","围绕案件理论构建证人取证（deposition）提纲：背景、有利/不利事实、弹劾材料与关键事实序列"
"fs/financial-analysis/clean-data-xls","anthropics/financial-services","data","数据清洗","B","57.4","54.0","W3","1","rewrite","2","1","3","4","2","4","3","4","4","1","1","4","5","4","4","pass","pass","pass","pass","upload python","data finance ops","E2","med","清理表格数据：空白、大小写、文本数字、日期、重复与混合类型"
"mkt/launch","coreyhaines31/marketingskills","marketing","产品发布","B","57.4","80.0","W1","1","rewrite","3","3","3","2","3","3","3","3","1","3","5","3","3","4","4","pass","pass","pass","pass","artifact profile","marketing product","E2","med","产品/功能发布规划：ORB 渠道框架、SLC 就绪门、五阶段发布与发布清单"
"kwp/sales/crm-hygiene-check","anthropics/knowledge-work-plugins","sales","数据校验","B","57.3","60.0","W2","2","reference","3","2","2","3","2","1.5","3","4","4.5","1.5","3","3","3","5","5","pass","pass","pass","pass","upload artifact connector:crm connector:docs connector:email","sales ops","E2","med","只读审计 CRM 商机的缺失字段、过期日期与阶段不匹配，输出修复清单"
"kwp/operations/runbook","anthropics/knowledge-work-plugins","ops","运行手册","B","57.3","94.0","W1","2","direct","3.5","3.5","3","2.5","3","3","1.5","3","0.5","1","5","4","5","5","5","pass","pass","pass","pass","artifact connector:docs connector:other","ops engineering support","E2","med","为重复性操作生成含前置条件、逐步命令、预期结果、故障排查、回滚与升级的运行手册"
"mkt/analytics","coreyhaines31/marketingskills","marketing","埋点方案","B","57.2","81.0","W1","2","reference","3","2.5","3","2","3","2.5","2.5","3.5","2","3.5","5","3.5","2.5","4","4","pass","pass","pass","pass","artifact profile","marketing data product","E2","med","制定埋点追踪方案：事件命名、属性、GA4/GTM 实施、UTM 规范与校验清单"
"kwp/product-management/product-brainstorming","anthropics/knowledge-work-plugins","product-management","头脑风暴","B","57.0","100.0","W1","1","direct","2","2","3","3","3","4","4","3","1","0","5","5","5","5","5","pass","pass","pass","pass","connector:docs","product exec research","E2","med","作为有观点的产品思考伙伴，分模式探索问题、发散方案、压测假设与战略"
"kwp/small-business/call-list","anthropics/knowledge-work-plugins","sales","外呼清单","B","57.0","58.0","W2","1","reference","3","2","2","4","2","2","2","4","4","1","3","2","4","5","5","pass","pass","pass","pass","connector:crm connector:email connector:calendar artifact","sales","E2","med","调用线索排序选出今日前 N 个电话，附谈话要点、日历占位与跟进草稿"
"kwp/small-business/build-connector","anthropics/knowledge-work-plugins","other","开发者工具","B","57.0","24.0","W3","1","reference","2","2","3","1","3","2","3","4","5","2","1","1","2","5","5","pass","pass","pass","pass","connector:other web","engineering ops","E2","med","为无官方连接器的工具查目录、经 Zapier 或定时导出接入，最小权限并测试"
"kwp/operations/capacity-plan","anthropics/knowledge-work-plugins","ops","容量规划","B","56.8","88.0","W1","1","rewrite","4","2","3","2","3","4","2","3","0","1","5","3","5","5","5","pass","pass","pass","pass","upload artifact connector:pm connector:calendar","ops exec","E2","med","按人员、预算、时间三维分析团队利用率与未来需求缺口，给出招聘/延期情景"
"alir/product-team/ui-design-system","alirezarezvani/claude-skills","product","设计系统","B","56.8","48.0","W3","1","reference","3","3","3","2","3","3","3","4","1","2","1","3","5","4","3","pass","pass","pass","pass","python artifact","product engineering","E3","med","从品牌色生成设计令牌、组件体系、响应式计算与开发交接清单"
"mkt/competitors","coreyhaines31/marketingskills","marketing","竞品对比页","B","56.6","80.0","W1","1","reference","3","3","2","2","3","2","3","3","3","3","5","3","3","4","4","pass","pass","pass","pass","web artifact profile","marketing seo sales","E2","med","制作四类竞品对比/替代页，配集中式竞品数据文件与 SEO 关键词规划"
"mkt/influencer-marketing","coreyhaines31/marketingskills","marketing","达人营销","B","56.4","76.0","W1","1","reference","2","2","2","2","3","2","4","4","4","3","5","3","2","4","4","pass","pass","pass","pass","web artifact profile","marketing legal","E2","med","达人/大使合作全流程：寻找与审核、合作结构与报价区间、披露合规、创意简报与 ROI 计量"
"fs/fund-admin/roll-forward","anthropics/financial-services","finance","审计支持","B","56.4","59.0","W3","2","rewrite","3","1","2.5","2","3","3","3","3.5","4","2","2","3.5","4.5","4","4","pass","pass","pass","pass","upload connector:other","finance","E2","med","为资产负债科目编制期初到期末滚动表，每行勾稽总账并做合计检查"
"legal/legal-clinic/client-comms-log","anthropics/claude-for-legal","legal","事项管理","B","56.2","84.0","W1","1","reference","4","3","2","4","1","2","2","4","3","1","5","3","4","3","5","pass","pass","pass","pass","artifact connector:crm","legal support","E2","med","按案件追加式记录客户沟通（方向、渠道、摘要、待办），并可扫描未回复与跟进缺口"
"kwp/marketing/campaign-plan","anthropics/knowledge-work-plugins","marketing","营销活动策划","B","56.2","82.0","W1","1","rewrite","3","2","3","2","4","2","3","4","1","0","5","4","2","5","5","pass","pass","pass","pass","artifact connector:other","marketing product","E2","med","生成完整营销活动简报：目标、受众、信息、渠道、内容日历、指标与风险"
"kwp/small-business/restock","anthropics/knowledge-work-plugins","ops","库存补货","C","56.2","73.0","—","2","reject","2.5","2","1.5","3","3","1","3.5","4","4.5","0.5","5","1.5","3.5","5","5","pass","pass","fixable","pass","upload artifact connector:other connector:email connector:calendar","ops","E2","med","串联库存规划与应付编码：定补货、起草采购单并留存可供三单匹配的编码备忘"
"kwp/design/design-critique","anthropics/knowledge-work-plugins","design","设计评审","B","56.2","88.0","W1","1","rewrite","3","2","3","3","3","3","3","3","1","0","5","3","5","5","5","pass","pass","pass","pass","upload connector:other","product","E2","med","对设计稿按可用性、层级、一致性、无障碍给出结构化评审意见"
"kwp/engineering/standup","anthropics/knowledge-work-plugins","engineering","状态汇报","B","56.2","68.0","W2","1","rewrite","4","1","4","5","1","4","1","3","1","0","3","3","5","5","5","pass","pass","pass","pass","connector:pm connector:chat connector:other","engineering ops","E2","med","从提交、工单、聊天汇总出昨日/今日/阻塞格式的站会更新"
"wsh/business-analytics/kpi-dashboard-design","wshobson/agents","data","仪表盘","B","56.2","88.0","W1","1","reference","3","3","4","2","3","3","3","3","1","1","5","3","5","4","3","pass","pass","pass","pass","artifact sql connector:warehouse","data exec ops","E2","med","KPI 仪表盘设计：指标分层、SMART、仪表盘层级、最佳实践与常见口径冲突排错"
"kwp/data/build-dashboard","anthropics/knowledge-work-plugins","data","仪表盘","B","56.2","84.0","W1","1","rewrite","3","1","3","2","3","3","3","4","2","1","5","3","4","5","5","pass","fixable","pass","pass","upload artifact connector:warehouse sql","data exec ops","E2","med","把数据生成自包含的交互式 HTML 仪表盘（KPI 卡、Chart.js 图表、筛选、可排序表）"
"kwp/small-business/tax-season-organizer","anthropics/knowledge-work-plugins","finance","税务准备","C","56.0","62.0","—","1","reject","3","1","1","1","4","0","4","5","5","2","5","2","0","5","5","pass","pass","pass","pass","upload artifact connector:other","finance","E2","high","按美国联邦规则估算季度预缴税（含自雇税）或整理 1099-NEC 候选与缺 W-9 清单"
"legal/legal-clinic/draft","anthropics/claude-for-legal","legal","诉讼文书","C","56.0","42.0","—","1","reject","3","3","1","3","4","0","3","4","4","1","3","2","0","3","5","pass","pass","pass","pass","profile artifact upload","legal","E2","high","按实务模板起草诊所常用文书初稿（庇护声明、驱逐答辩等），缺事实标注、按教学姿态分工"
"fs/investment-banking/buyer-list","anthropics/financial-services","finance","买方名单","B","56.0","80.0","W1","1","rewrite","3","2","3","2","4","3","3","3","2","0","5","3","3","4","4","pass","pass","pass","pass","web office_gen connector:crm","finance","E2","med","为卖方并购流程梳理战略与财务买方、评估匹配度并分层排定接触顺序"
"wsh/startup-business-analyst/startup-financial-modeling","wshobson/agents","finance","财务模型","B","55.8","44.0","W3","1","rewrite","3","1","3","2","4","4","3","4","1","1","1","3","4","4","3","pass","pass","pass","pass","office_gen python artifact","finance exec","E2","med","初创公司 3-5 年财务模型：同期群收入、成本结构、现金流与跑道、三情景、融资与里程碑"
"kwp/finance/reconciliation","anthropics/knowledge-work-plugins","finance","对账","B","55.8","84.0","W1","1","rewrite","3","1","2","3","3","3","3","3","2","2","5","3","4","5","5","pass","pass","pass","pass","upload artifact","finance","E2","med","总账对明细账、银行、关联方对账方法与调节项分类、账龄升级规则"
"legal/employment-legal/leave-tracker","anthropics/claude-for-legal","legal","合规检查","C","55.6","32.0","—","1","reject","3","3","1","4","2","1","4","3","4","1","1","3","1","3","5","pass","pass","pass","pass","connector:other scheduler profile upload","legal hr","E3","high","每周检查在休假员工的 FMLA/州假期指定、医疗证明与用尽期限，只报需决策的事项"
"mkt/cro","coreyhaines31/marketingskills","marketing","转化优化","B","55.6","80.0","W1","1","reference","3","3","3","3","3","2","2","3","1","3","5","3","3","4","4","pass","pass","pass","pass","web artifact profile","marketing product","E2","med","按七维影响顺序诊断营销页面转化问题，输出速赢项、高影响改动与测试假设"
"kwp/engineering/code-review","anthropics/knowledge-work-plugins","engineering","代码审查","B","55.5","91.0","W1","2","rewrite","3","2","2","5","3","2.5","2.5","3","0.5","0","5","3.5","5","5","5","pass","pass","pass","pass","upload connector:other connector:docs","engineering","E2","med","从安全、性能、正确性、可维护性四维审查 diff 或 PR 并给结论"
"seo/seo-backlinks","AgriciDaniel/claude-seo","seo","外链分析","C","55.4","24.0","—","1","reference","2","1","1","2","3","1","5","5","5","4","1","1","2","4","3","pass","pass","pass","pass","python connector:other web artifact","seo","E3","med","外链画像分析：按数据源降级（DataForSEO/Moz/Bing/Common Crawl）评估锚文本、域质量、有毒链接与竞品缺口，带置信权重"
"kwp/data/statistical-analysis","anthropics/knowledge-work-plugins","data","统计分析","B","55.4","48.0","W3","1","rewrite","1","1","4","3","3","4","4","2","3","0","1","3","5","5","5","pass","pass","pass","pass","python upload","data research","E2","med","描述统计、趋势、异常值与假设检验方法，以及统计结论的谨慎边界"
"mkt/emails","coreyhaines31/marketingskills","marketing","邮件起草","B","55.2","80.0","W1","1","reference","3","3","2","3","3","2","2","4","1","3","5","3","3","4","4","pass","fixable","pass","pass","artifact profile connector:email","marketing","E3","med","设计生命周期/培育/欢迎/召回邮件序列：节奏、主题行、每封结构与指标计划"
"alir/compliance-os/gdpr-audit-prep","alirezarezvani/claude-skills","legal","隐私合规","B","55.2","66.0","W1","1","reference","3","2","2","1","4","2","4","4","3","1","5","2","1","4","3","pass","pass","pass","pass","upload python","legal","E2","med","GDPR 内审六问（逐条引用条款）：RoPA、合法性基础、DPIA、DSAR、跨境传输、违规日志"
"kwp/sales/rep-context","anthropics/knowledge-work-plugins","sales","绩效评估","B","55.2","64.0","W2","1","reference","3","2","1","3","2","2","3","4","4","1","3","3","4","5","5","pass","pass","pass","fixable","upload artifact connector:crm connector:calendar connector:chat connector:email","sales hr","E2","med","为销售主管 1:1 准备单个销售的管道、近期活动、聊天所提阻塞与针对性问题"
"legal/legal-clinic/status","anthropics/claude-for-legal","legal","状态汇报","C","55.2","56.0","—","1","reference","4","3","2","3","2","1","2","4","4","0","3","3","2","3","5","pass","pass","pass","pass","profile artifact","legal support","E2","med","按受众（客户/督导/法院）生成案件状态摘要，客户版通俗、内部版含学生评估、法院版按格式"
"fs/private-equity/returns-analysis","anthropics/financial-services","finance","回报分析","B","55.2","60.0","W2","1","rewrite","2","1","3","3","4","4","4","3","1","0","3","3","3","4","4","pass","pass","pass","pass","upload office_gen python","finance","E2","med","按进入/退出倍数、杠杆、增长与持有期做 IRR/MOIC 敏感性与情景分析"
"kwp/engineering/architecture","anthropics/knowledge-work-plugins","engineering","架构设计","B","55.0","88.0","W1","1","rewrite","3","3","2","2","4","3","2","3","1","0","5","3","5","5","5","pass","pass","pass","pass","connector:docs connector:pm","engineering","E2","med","撰写或评估架构决策记录（ADR），显式比较方案与取舍"
"dp/user-story-mapping","deanpeters/Product-Manager-Skills","product","需求规划","D","55.0","94.0","—","1","reject","4","1","3","2","3","3","3","5","1","1","5","4","5","3","3","fail","pass","pass","pass","artifact","product","E2","high","Jeff Patton 用户故事地图：细分/画像/叙事→活动骨架→步骤→任务→纵向优先级与发布线"
"kwp/operations/vendor-review","anthropics/knowledge-work-plugins","ops","供应商审查","C","54.8","84.0","—","1","rewrite","3","2","3","2","3","4","3","3","0","0","5","3","4","5","5","pass","pass","pass","pass","upload artifact connector:docs connector:other","ops finance","E2","med","对供应商做 TCO、风险、绩效评估与多家对比，给出推进/谈判/放弃建议"
"legal/ip-legal/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","C","54.8","50.0","—","1","reference","2","4","2","0","3","2","4","4","4","1","3","2","2","3","5","pass","pass","pass","pass","upload profile connector:docs","legal","E2","med","首次使用时访谈 IP 执业情况并写入执业档案与组合登记册"
"kwp/human-resources/onboarding","anthropics/knowledge-work-plugins","hr","入职","C","54.6","84.0","—","1","rewrite","4","2","3","2","2","4","2","3","0","1","5","3","4","5","5","pass","pass","pass","pass","artifact connector:docs connector:calendar connector:other","hr ops","E2","med","为新员工生成入职前/首日/首周清单与30/60/90天目标"
"kwp/small-business/brand-style","anthropics/knowledge-work-plugins","marketing","档案定制","C","54.6","62.0","—","1","reference","2","4","4","1","1","3","2","4","3","1","3","2","5","5","5","pass","pass","pass","pass","web artifact profile","marketing other","E2","med","从网站链接或口头描述捕获品牌色与输出偏好，预览确认后写入业务档案"
"seo/seo-sxo","AgriciDaniel/claude-seo","seo","搜索体验优化","C","54.6","76.0","—","1","reference","2","1","2","2","3","2","5","5","4","1","5","3","2","4","3","pass","pass","pass","pass","web artifact","seo product marketing","E2","med","反推 SERP 共识页型诊断页面类型错配，从 PAA/广告/相关搜索推导用户故事与画像打分，输出 SXO 差距分与线框"
"seo/seo-agentic","AgriciDaniel/claude-seo","seo","智能体就绪审计","C","54.4","28.0","—","1","reference","2","1","2","1","3","1","5","5","5","3","1","1","3","4","3","pass","pass","pass","fixable","web python browser artifact","seo engineering","E3","med","审计站点对 AI 浏览智能体的就绪度：Lighthouse Agentic Browsing 分数、无障碍树、robots/Content-Signal、llms.txt、WebMCP，并起草修复"
"seo/seo-google","AgriciDaniel/claude-seo","seo","SEO 数据接入","C","54.4","30.0","—","2","reference","2.5","1.5","2","3","3","1","4","4","3","3","1","2","2","4","3","pass","fixable","pass","pass","connector:other python office_gen artifact","seo data","E3","med","接入 Google SEO API：Search Console、URL 检查、PageSpeed/CrUX 历史、Indexing API、GA4、NLP、关键词规划并生成 PDF 报告"
"alir/c-level-advisor/vpe-advisor","alirezarezvani/claude-skills","engineering","工程效能","C","54.4","48.0","—","1","reference","3","2","2","2","3","2","4","4","2","2","1","3","5","4","3","pass","pass","pass","pass","python upload connector:pm connector:other","engineering hr","E3","med","工程 VP 顾问：DORA 交付吞吐、工程招聘漏斗、团队结构与生产纪律"
"fs/investment-banking/cim-builder","anthropics/financial-services","finance","交易文书","C","54.0","84.0","—","1","rewrite","3","1","2","1","5","3","3","3","3","0","5","3","4","4","4","pass","pass","pass","pass","upload office_gen","finance","E2","med","组织并起草卖方并购流程的保密信息备忘录（CIM）结构与正文"
"alir/marketing-skill/brand-guidelines","alirezarezvani/claude-skills","marketing","品牌审查","C","54.0","88.0","—","1","reference","3","3","4","3","2","3","2","3","1","1","5","3","5","4","3","pass","pass","pass","pass","upload artifact","marketing","E2","med","应用或建立品牌规范：配色、字体、Logo、语调矩阵与快速审计清单"
"fs/investment-banking/teaser","anthropics/financial-services","finance","交易文书","C","53.8","90.0","—","1","rewrite","3","1","2","2","3","3","3","3","4","1","5","4","4","4","4","pass","pass","pass","pass","office_gen","finance","E2","med","起草卖方流程的匿名一页纸 teaser 并做去标识检查"
"mkt/cold-email","coreyhaines31/marketingskills","sales","外联序列","C","53.8","76.0","—","1","reference","2","3","2","4","2","2","3","3","2","3","5","3","2","4","4","pass","pass","pass","pass","artifact profile","sales marketing","E2","med","撰写 B2B 冷邮件与跟进序列：个性化、主题行、低摩擦 CTA 与分手邮件"
"alir/compliance-os/soc2-audit-prep","alirezarezvani/claude-skills","legal","合规检查","C","53.8","76.0","—","1","reference","3","2","2","1","4","2","4","4","2","1","5","3","2","4","3","pass","pass","pass","pass","upload python","legal engineering","E2","med","SOC 2 Type II 审计准备六问：范围、控制跳周期、期中变更、例外日志、首月证据、ISO 27001 复用"
"wsh/startup-business-analyst/market-sizing-analysis","wshobson/agents","research","市场规模测算","C","53.8","84.0","—","1","rewrite","3","1","4","2","4","4","3","2","1","0","5","3","4","4","3","pass","pass","pass","pass","web artifact","research product finance","E2","med","用自上而下、自下而上与价值理论三法计算 TAM/SAM/SOM，服务融资与商业计划"
"kwp/product-management/sprint-planning","anthropics/knowledge-work-plugins","product-management","迭代规划","C","53.4","94.0","—","1","rewrite","4","1","2","3","3","3","2","3","1","0","5","4","5","5","5","pass","pass","pass","pass","connector:pm connector:calendar connector:chat artifact","product engineering","E2","med","按团队可用人天估算容量、划分 P0/P1/延展项，生成迭代计划文档"
"kwp/bio-research/instrument-data-to-allotrope","anthropics/knowledge-work-plugins","bio-research","数据格式转换","C","53.4","48.0","—","1","reference","2","2","1","2","3","1","4","4","3","3","1","3","5","5","5","pass","fixable","pass","pass","upload python artifact","research data","E2","med","把实验仪器输出（PDF/CSV/Excel）转成 Allotrope ASM JSON/扁平 CSV 并导出解析代码"
"legal/ip-legal/matter-workspace","anthropics/claude-for-legal","legal","事项管理","C","53.4","60.0","—","2","reference","3","3.5","2.5","3","1","2.5","2","4","3","0","3","2","4.5","3","5","pass","pass","pass","pass","profile artifact","legal","E2","high","管理多客户事项工作区：新建/列表/切换/归档，隔离不同事项上下文"
"seo/seo-technical","AgriciDaniel/claude-seo","seo","SEO 审计","C","53.4","76.0","—","1","reference","2","1","2","2","3","1","5","4","4","3","5","3","2","4","3","pass","pass","pass","pass","web artifact browser python","seo engineering","E3","med","九类技术 SEO 审计：可抓取、可索引、安全、URL、移动体验、CWV、结构化数据、JS 渲染与 IndexNow，含 AI 爬虫管理"
"kwp/data/data-visualization","anthropics/knowledge-work-plugins","data","数据可视化","C","53.4","48.0","—","1","reference","2","1","3","3","2","3","4","3","2","1","1","3","5","5","5","pass","pass","pass","pass","python artifact","data","E2","med","图表选型、Python 绘图代码范式、设计与无障碍原则的背景知识 skill"
"kwp/bio-research/scientific-problem-selection","anthropics/knowledge-work-plugins","bio-research","研究选题","C","53.2","88.0","—","1","rewrite","2","1","3","2","4","2","4","3","2","0","5","3","5","5","5","pass","pass","pass","pass","web","research product","E2","med","基于 Fischbach & Walsh 框架对科研选题做构思、风险评估与决策树导航"
"kwp/partner-built/slack/slack-search","anthropics/knowledge-work-plugins#partner-built","collaboration","聊天检索","C","53.2","40.0","—","1","reference","4","2","4","4","2","1","3","3","2","0","3","1","1","2","3","pass","pass","pass","pass","connector:chat","other","E2","high","Slack 搜索策略：修饰符、由宽到窄、文件搜索与线程追读"
"kwp/partner-built/common-room/compose-outreach","anthropics/knowledge-work-plugins#partner-built","sales","邮件起草","C","53.0","20.0","—","1","reject","2","3","2","4","2","2","3","4","4","1","1","1","1","2","3","pass","pass","pass","pass","connector:other web","sales","E2","med","基于信号生成邮件、电话脚本与领英消息三种个性化外联稿并注明依据"
"legal/litigation-legal/cold-start-interview","anthropics/claude-for-legal","legal","档案访谈","C","53.0","46.0","—","1","reference","2","4","2","0","3","1","4","4","4","1","3","2","1","3","5","pass","pass","pass","pass","profile upload","legal","E2","med","诉讼插件入门访谈：按内部/律所/独立执业与原被告分支，采集风险校准、格局与文风"
"kwp/design/accessibility-review","anthropics/knowledge-work-plugins","design","无障碍审计","C","53.0","84.0","—","1","rewrite","3","1","2","2","3","3","3","3","2","1","5","3","4","5","5","pass","pass","pass","pass","upload web connector:pm","product engineering","E2","med","按 WCAG 2.1 AA 审查设计或页面，输出分严重度的问题表与优先修复项"
"kwp/sales/setup","anthropics/knowledge-work-plugins","sales","档案定制","C","52.8","54.0","—","1","reference","2","4","2","0","2","2","3","4","4","1","3","2","3","5","5","pass","pass","pass","pass","upload artifact profile connector:crm connector:email connector:calendar connector:transcript scheduler","sales","E2","med","首次使用时检测已连接工具、渲染起始仪表盘、从已发邮件学习个人文风并按需引导连接"
"kwp/marketing/draft-content","anthropics/knowledge-work-plugins","marketing","内容创作","C","52.8","76.0","—","1","rewrite","2","3","3","4","2","2","2","3","2","0","5","3","2","5","5","pass","pass","pass","pass","artifact profile","marketing","E2","med","按内容类型、受众与品牌语调起草营销内容并附 SEO 建议"
"kwp/human-resources/interview-prep","anthropics/knowledge-work-plugins","hr","面试准备","C","52.8","88.0","—","1","reference","3","1","3","3","3","4","2","2","1","0","5","3","5","5","5","pass","pass","pass","pass","artifact","hr","E2","med","按胜任力生成结构化面试题库、评分表与复盘模板"
"kwp/small-business/content-strategy","anthropics/knowledge-work-plugins","marketing","内容策略","C","52.8","80.0","—","1","reference","3","2","2","2","3","2","2","4","2","1","5","3","3","5","5","pass","pass","pass","pass","upload artifact connector:other","marketing","E2","med","分析销售数据找畅销与滞销品，叠加季节性，产出 30 天内容推广简报"
"kwp/engineering/deploy-checklist","anthropics/knowledge-work-plugins","engineering","发布检查","C","52.8","88.0","—","1","reference","3","2","2","3","2","3","2","3","2","1","5","3","5","5","5","pass","pass","pass","pass","connector:other","engineering ops","E2","high","生成发布前/中/后检查清单与回滚触发条件"
"legal/legal-clinic/research-start","anthropics/claude-for-legal","legal","法律检索","C","52.8","72.0","—","1","reference","2","3","2","3","2","1","3","4","5","0","5","3","1","3","5","pass","pass","pass","pass","upload web artifact","legal research","E2","med","生成法律检索路线图：先读诊所种子文档，再列可能相关法条、判例领域、二次资料与检索式"
"kwp/pdf-viewer/view-pdf","anthropics/knowledge-work-plugins","productivity","PDF 批注","C","52.4","36.0","—","1","reference","2","0","4","3","2","3","2","4","3","1","1","1","5","5","5","pass","pass","pass","pass","upload connector:other browser","legal finance other","E2","med","在交互式查看器中打开 PDF，协同批注、高亮、填表与放置签名图片"
"kwp/marketing/email-sequence","anthropics/knowledge-work-plugins","marketing","生命周期邮件","C","52.2","82.0","—","1","reference","2","2","2","2","3","2","3","5","2","0","5","4","2","5","5","pass","pass","pass","pass","artifact connector:email connector:crm","marketing","E2","med","设计多封邮件的培育/激活/召回序列，含完整文案、时序、分支、退出条件与基准"
